open,high,low,close,volume
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
373.29247804,374.6683927,370.38451656,371.2042104,5199057.0
371.12614432,372.277619,370.29669222,371.41889212,3786133.0
371.42865038,374.1804797,371.42865038,373.82918234,5814835.0
373.84869886,374.65863444,373.37054412,373.5949841,3029820.0
373.63401714,375.71252652,373.37054412,375.29292134,4185669.0
375.3026796,376.11261518,374.89283268,376.03942823,6226687.0
376.03942823,376.77617686,375.86865868,376.10285692,4030654.0
376.094074486,376.53222036,375.7905926,376.17116474,3033589.0
376.19068126,376.54197862,375.69301,376.10285692,2164619.0
376.10285692,377.37143072,376.10285692,377.07868292,2746397.0
377.06892466,377.16650726,376.78105599,376.79081425,1583304.0
376.78105599,376.93230902,376.07358214,376.30778038,2217377.0
376.26874734,376.53222036,375.91744998,375.96624128,1423664.0
375.99551606,376.40536298,375.75155956,376.00527432,1511935.0
375.99063693,376.62980296,375.90281259,376.53222036,1705297.0
376.55661601,376.89327598,376.29802212,376.80545164,1155391.0
376.8152099,377.4982881,376.68835252,377.12747422,1840350.0
377.12747422,377.46413419,376.93230902,377.32263942,1394829.0
377.32263942,378.25455325,377.21529856,378.14233326,3499430.0
378.14233326,378.75710364,378.07402544,378.51802627,3190218.0
378.51802627,378.98642275,378.30822368,378.88396102,3020492.0
378.89371928,379.39139054,378.51314714,379.25965403,2300042.0
379.2547749,379.78660007,379.108401,379.57679748,2863629.0
379.56703922,379.8402705,378.87908189,379.05473057,2963140.0
379.04985144,379.55728096,378.9132358,379.41090706,3021870.0
379.42066532,379.66462182,378.35701498,378.5229054,10413402.0
378.51802627,378.75710364,378.51314714,378.69855408,7467508.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
380.79657998,381.39183384,379.94761136,380.70875564,3656014.0
380.72827216,382.14321986,380.67948086,381.81631815,3358669.0
381.83583467,382.5725833,381.75288946,381.95781292,2876530.0
381.97732944,382.6701659,381.83095554,382.12370334,2034781.0
382.14321986,383.24590324,381.956837094,383.09952934,2675063.0
383.09465021,383.73869537,383.02146326,383.3044528,2497663.0
383.29469454,383.92898144,383.10440847,383.85091536,1775326.0
383.86067362,384.1826962,383.77284928,383.987531,1712742.0
383.987531,384.10950925,383.33372758,383.58744234,2540356.0
383.5972006,384.11438838,383.48010148,383.90458579,1437404.0
383.91922318,383.9387397,383.21662846,383.410817834,1156751.0
383.41179366,383.46058496,382.94339718,383.28981541,1615539.0
383.28493628,383.45570583,382.46524244,382.50427548,2233229.0
382.50427548,382.93363892,382.38717636,382.8653311,1413825.0
382.9141224,382.97267196,382.05539552,382.39693462,1835229.0
382.40669288,382.84581458,382.31886854,382.34326419,1334584.0
382.34814332,382.59209982,380.93319562,381.07956952,2874898.0
381.05029474,381.13811908,380.44528262,381.060053,2836906.0
381.05517387,381.65530686,380.4745574,381.04053648,2723455.0
381.02101996,381.4015921,380.76242607,381.27473472,2065597.0
381.2064269,381.3040095,380.3769748,380.43552436,1632379.0
380.44528262,380.8160965,379.76220442,379.77196268,1735256.0
379.77196268,379.80123746,379.13767578,379.24501664,3059811.0
379.14743404,379.67438008,378.80589494,379.13767578,3244757.0
379.12791752,379.19622534,378.4253228,378.95226884,4194438.0
378.95226884,379.15231317,378.29846542,378.59121322,6007289.0
378.58633409,378.6692793,378.43508106,378.48387236,2642171.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
377.86910198,379.81099572,377.7910359,379.0108184,3473386.0
379.00106014,379.596314,377.66417852,379.00106014,2740642.0
378.94251058,380.25499655,378.46435584,380.17205134,2204876.0
380.19156786,380.56238174,379.07912622,379.4011488,3165808.0
379.38163228,379.39139054,377.3519142,377.50316723,2814173.0
377.43973854,379.18646708,376.93230902,378.97666449,2427927.0
379.0108184,379.4011488,378.78637842,379.07912622,1504888.0
379.09376361,379.31332446,378.50338888,378.60097148,1575593.0
378.68879582,378.84492798,378.14233326,378.40580628,1304750.0
378.39604802,379.02057666,378.00571762,378.90347754,1475878.0
378.90347754,379.27429142,377.8398272,379.04009318,1661783.0
379.04985144,379.15231317,378.3277402,378.65952104,1262959.0
378.6692793,379.77196268,378.58145496,379.55728096,1777681.0
379.56703922,379.60607226,379.18646708,379.4011488,945862.0
379.41090706,379.97688614,379.24501664,379.80123746,1476854.0
379.78172094,379.82075398,379.13767578,379.60607226,999091.0
379.58655574,380.19156786,379.41090706,379.92809484,1278151.0
379.9378531,380.00128179,379.50848966,379.90857832,1541155.0
379.93297397,380.63068956,379.92809484,380.4257661,1687599.0
380.43552436,380.69899738,380.1330183,380.41600784,1595496.0
380.40137045,380.78682172,380.084227,380.1330183,1427180.0
380.12326004,380.22084264,379.8402705,380.06471048,1314878.0
380.06471048,380.1330183,379.38163228,379.7914792,1991215.0
379.7914792,380.3769748,379.77196268,380.19156786,1887871.0
380.1330183,380.38673306,379.8890618,380.1330183,1677699.0
380.12813917,381.2064269,380.01591918,381.06981126,7156902.0
381.07956952,381.187886206,380.93319562,381.13811908,4746974.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
382.6701659,383.63623364,382.3286268,383.51425539,3743554.0
383.50937626,383.6459919,382.48475896,382.70919894,2513889.0
382.69944068,383.42155192,382.56282504,382.99218848,2176942.0
383.011705,383.57768408,382.67992416,383.5484093,1702446.0
383.53865104,383.56792582,382.31886854,382.73847372,2247815.0
382.73847372,383.08001282,381.91877988,382.19201116,2069250.0
382.17249464,382.75799024,382.04075813,382.68968242,2034046.0
382.70919894,383.24590324,382.70431981,383.08977108,2002289.0
383.08001282,383.31421106,382.83605632,383.08977108,1132292.0
383.09465021,383.53865104,383.08977108,383.24590324,1339206.0
383.24590324,383.85091536,383.21662846,383.7923658,1776064.0
383.7923658,384.10463012,383.67526668,383.987531,2562821.0
383.987531,384.02656404,383.46058496,383.58744234,1479850.0
383.58744234,383.9387397,383.5484093,383.6947832,1439911.0
383.6947832,384.3778614,383.6459919,384.29979532,1464542.0
384.30955358,384.74867528,383.4508267,384.31931184,2100189.0
384.3290701,384.59254312,384.24124576,384.5242353,1271669.0
384.53887269,384.53887269,383.8899484,384.00704752,1292291.0
383.99728926,384.24124576,383.67526668,384.09487186,1723679.0
384.10463012,384.45592748,383.89482753,384.39737792,1124164.0
384.40225705,384.88529092,384.25100402,384.88041179,1289238.0
384.89504918,385.02190656,384.53399356,384.67548833,1894646.0
384.68036746,385.2561048,384.63157616,385.09021438,1862747.0
385.09021438,385.37320392,384.98775265,385.0609396,3562134.0
385.04142308,385.07069786,384.50471878,384.89504918,3872500.0
384.90480744,385.81232562,384.83649962,385.76353432,9066922.0
385.76353432,386.0367656,385.75377606,385.95869952,5146871.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
387.04186638,387.36388896,384.10463012,384.21197098,4999942.0
384.21197098,384.36810314,382.93363892,384.34858662,5533994.0
384.347610794,387.2077568,383.9387397,386.7686351,5145589.0
386.7686351,387.29558114,386.02700734,386.27096384,3417710.0
386.29048036,387.38340548,385.67083085,386.20265602,3374982.0
386.21241428,386.8174264,385.09021438,386.75887684,3235610.0
386.74911858,386.79790988,384.83649962,386.01724908,2679550.0
386.05140299,386.60274468,385.60740216,386.41733774,2262666.0
386.46612904,386.48564556,385.198531066,386.428071826,1442469.0
386.43685426,386.69056902,385.90502909,386.64177772,1521804.0
386.65153598,387.65663676,386.58322816,387.57857068,1999638.0
387.58832894,388.2811654,387.44195504,388.26164888,1779922.0
388.25189062,388.4763306,387.84692283,387.92010978,2457134.0
387.9396263,388.49584712,387.890835,388.2323741,1918854.0
388.21285758,388.59342972,387.96890108,388.46657234,2008899.0
388.44705582,388.75444101,386.3295134,386.38806296,2838549.0
386.3783047,387.80301066,385.97821604,387.70542806,3421932.0
387.70542806,388.79835318,387.58832894,388.64222102,2390382.0
388.64222102,388.84714448,387.96402195,388.17382454,2561719.0
388.17382454,388.46657234,387.6956698,387.96402195,1453787.0
387.97865934,388.35923148,387.55905416,388.02745064,1774842.0
388.05184629,388.30068192,387.13944898,387.65663676,1825790.0
387.62736198,387.92986804,386.8174264,386.94428378,3221971.0
386.93452552,387.43219678,386.6710525,387.1101742,2495458.0
387.12969072,387.43219678,386.7686351,386.88573422,2374908.0
386.89549248,387.5492959,386.30023862,387.43219678,5720542.0
387.43219678,387.5492959,387.3541307,387.36388896,5037237.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
384.1339049,384.82674136,383.85091536,384.46568574,3315671.0
384.38761966,385.66107259,383.987531,385.48542391,2860020.0
385.48054478,386.49052469,384.8169831,386.30023862,3515569.0
386.30023862,386.915009,385.90014996,386.79303075,2756515.0
386.78815162,387.16872376,386.29048036,386.70032728,2220317.0
386.72960206,387.09553681,386.36854644,386.65153598,1670550.0
386.6222612,386.98819595,386.11483168,386.15386472,1707140.0
386.17338124,386.8174264,385.82208388,386.427096,1600376.0
386.44661252,386.50516208,385.87087518,386.20265602,1318408.0
386.20265602,386.30999688,385.67570998,386.17338124,1951400.0
386.24168906,386.75887684,386.15386472,386.74911858,864251.0
386.74911858,387.00283334,386.58322816,386.93940465,1263486.0
386.95404204,386.97355856,386.45637078,386.66129424,915305.0
386.66129424,387.22727332,386.65641511,387.0125916,1139741.0
387.0125916,387.32485592,386.84670118,387.0125916,1407383.0
387.0125916,387.08089942,386.53443686,386.79303075,1146687.0
386.77839336,387.8420437,386.72960206,387.78349414,1592042.0
387.77373588,388.05672542,387.5492959,387.85180196,2594159.0
387.85668109,388.14454976,387.60784546,387.7932524,1570083.0
387.81276892,387.99817586,387.56393329,387.97865934,1293568.0
387.98353847,388.20309932,387.706403886,387.97865934,2425140.0
387.96890108,388.22261584,387.72982371,388.01281325,1754223.0
388.00793412,388.51048451,387.9884176,388.22261584,1751544.0
388.24213236,388.6227045,388.1347915,388.53975929,2186536.0
388.53488016,389.4521566,388.51536364,389.07158446,4158782.0
389.08134272,389.19356271,388.54951755,389.0130349,6203080.0
389.0130349,389.03255142,388.8178697,388.866661,2065029.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
,,,,0.0
